address,zipcode,lattitude,longitude
13200-13298 S Torrence Ave,60633,41.654401,-87.559294
1040 W Columbia Ave,60626,42.00464,-87.657934
1801 S Indiana Ave,60616,41.857935,-87.622279
610-30 W Adams St,60606,41.879314,-87.639145
5839 S Wood St,60636,41.787188,-87.669237
2240 N Kilbourn Ave,60639,41.922054,-87.73892
1355 E 53rd St,60615,41.799536,-87.592536
2045 N Lincoln Park West,60614,41.919658,-87.636379
8029 W Forest Preserve Ave,60634,41.943965,-87.827703
4834 N Winthrop Ave,60640,41.970156,-87.657627
7740 S Ingleside Ave,60619,41.753865,-87.60161
513 W 72nd St,60621,41.763495,-87.637669
4100 N Long Ave,60641,41.955113,-87.762131
7201 S Dobson Ave,60619,41.764114,-87.599436
7201 S Dobson Ave,60619,41.764114,-87.599436
7201 S Dobson,60619,41.764114,-87.599436
1607 E 73rd St,60649,41.762405,-87.585246
4046 S Ellis Ave,60653,41.820756,-87.60307
4052 S Ellis Ave,60653,41.820657,-87.603005
2045 N Lincoln Park West,60614,41.919658,-87.636379
3312 W Thorndale Ave,60659,41.988473,-87.71257
2200 N Oakley Ave,60647,41.922402,-87.685509
2200 N Oakley Ave,60647,41.922402,-87.685509
2140 S Homan Avenue,60623,41.85241,-87.710136
2140 S Homan Ave,60623,41.85241,-87.710136
3559 W Arthington St,60624,41.869979,-87.714642
3559 W Arthington,60624,41.879417,-87.722735
4635 S Champlain Ave,60653,41.810192,-87.610221
916 N Honore St,60622,41.898359,-87.673461
3035 W Van Buren St,60612,41.875921,-87.702833
1416-26 SHamlin Ave,60623,41.861957,-87.720161
1422 S Hamlin Ave,60623,41.861886,-87.720159
2741 W Montrose Ave,60618,41.961286,-87.697294
2741 W Montrose Ave,60618,41.961286,-87.697294
5861 N Kostner Ave,60646,41.987483,-87.738315
2741 W Montrose,60618,41.961286,-87.697294
600 N Lake Shore Dr,60611,41.89351,-87.614867
5001 S Cottage Grove Ave,60615,41.80412,-87.606447
7519 N Eastlake Terrace,60626,42.01886,-87.664441
7519 N Eastlake Terrace,60626,42.01886,-87.664441
1300 W Howard St,60626,42.019213,-87.663898
3417 S Hamiltion Ave,60608,41.831625,-87.678962
3417 South Hamilton Avenue,60608,41.831625,-87.678962
4942-58 W Hubbard St,60644,41.888659,-87.74966
4950 W Hubbard St,60644,41.88865,-87.750023
6200 S Kimbark Ave,60637,41.782202,-87.594684
2045 N Lincoln Park West,60614,41.919658,-87.636379
3050 South Lowe Ave,60616,41.838482,-87.642632
1440 N Humboldt Boulevard,60622,41.906454,-87.701389
1000 N Sacramento Ave,60622,41.899766,-87.701761
1400 N Humboldt Blvd,60622,41.906409,-87.701402
1440 N Humboldt Blvd,60622,41.906454,-87.701389
1400 N Sacramento Ave,60622,41.902765,-87.701791
1800 North Humboldt Boulevard,60647,41.914186,-87.70232
1359 N Humboldt Blvd,60622,41.905239,-87.701781
Louis Munoz Marin Drive at Division,60622,41.902762,-87.681818
958 N Sacramento Ave,60622,41.89955,-87.701753
1300 N California Ave,60622,41.904775,-87.696902
2925 W North Ave,60622,41.910128,-87.70004
2800 W Le Moyne Dr,60622,41.908399,-87.697087
3025 W Augusta Blvd,60622,41.89924,-87.702966
1230 N Kedzie Ave,60622,41.907774,-87.706942
1200 N Humboldt Blvd,60622,41.899565,-87.702515
"1400 N Humboldt Dr,",60622,41.906409,-87.701402
1350 N California Ave,60622,41.906103,-87.696931
1300 S Linn White Dr,60605,41.864688,-87.609026
1901 W 100th St,60643,41.712041,-87.670073
375 W Elm St,60610,41.902735,-87.639122
337 E Randolph St,60602,41.884284,-87.622394
9801 S Avenue G,60617,41.718303,-87.531025
1312 S Racine Ave,60608,41.864757,-87.65661
3945 N Springfield Ave,60618,41.952955,-87.725076
3945 N Springfield Ave,60618,41.952955,-87.725076
2500 W Lunt Ave,60645,42.008606,-87.692536
2500 W Estes Ave,60645,42.010396,-87.693805
2045 N Lincoln Park West,60614,41.919658,-87.636379
11740 S Torrence Ave,60617,41.681608,-87.559349
11600 S Torrence Ave,60617,41.684529,-87.559385
6010 W Matson Ave,60646,41.992755,-87.778266
6010 W Matson Ave,60646,41.992755,-87.778266
8930 S Muskegon Ave,60617,41.732921,-87.555452
10540 S Morgan St 0C,60643,41.70249,-87.64762
10540 S Morgan St,60643,41.702497,-87.647555
6401 S Stony Island Ave,60637,41.778764,-87.586422
8385 S Birkhoff Ave,60620,41.741809,-87.639371
4319 S Indiana Ave,60653,41.816094,-87.621376
6401 S Stony Island Ave,60637,41.778764,-87.586422
6379 South Lake Shore Drive,60649,41.782164,-87.575476
At 61st St between S Cornell Dr and South Shore Drive,60649,41.762202,-87.571522
Unnamed Road,60649,44.369922,-88.592101
6147 South Evans Avenue,60637,41.78256,-87.60721
6400 S Lake Shore Drive,60637,41.781963,-87.575509
6400 S Coast Guard Drive,60637,41.781032,-87.574891
Cornell Dr & Lake Shore Dr,60637,41.780991,-87.604053
1625 E 56th St,60637,41.793414,-87.585027
5625 S Stony Island Ave,60637,41.792915,-87.586645
6401 S Lake Shore Dr,60637,41.783931,-87.576564
6375 S Stony Island Ave,60637,41.77869,-87.586419
2000 E 67th St,60637,41.773315,-87.586627
1725 E 67th St,60637,41.773315,-87.586627
6200 S Stony Island Ave,60637,41.782182,-87.586509
4319 S Indiana Ave,60653,41.816094,-87.621376
6401 S Stony Island Ave,60637,41.778764,-87.586422
4674 NVirginia Ave,60625,41.971155,-87.701816
2731 South Eleanor Street,60608,41.844013,-87.66135
550 E Grand Ave,60611,41.891947,-87.612329
2045 N Lincoln Park West,60614,41.919658,-87.636379
3101 W Fulton St,60612,41.886451,-87.704003
4822 N Long Ave,60630,41.968522,-87.762383
1709 S Des Plaines St,60616,41.875872,-87.643922
4822 N Long Ave,60630,41.968522,-87.762383
1709 S Des Plaines St,60616,41.875872,-87.643922
1640 S Jefferson St,60616,41.858767,-87.641898
4650 N Lawndale Ave,60625,41.9657,-87.720608
8800 S Clyde Ave,60617,41.734405,-87.573238
410 W Chicago Ave,60610,41.896564,-87.641033
410-412 West Chicago Avenue,60610,41.896564,-87.641033
410 W Chicago Ave,60654,41.896584,-87.639313
2045 N Lincoln Park West,60614,41.919658,-87.636379
337 E Randolph St,60602,41.884284,-87.622394
1240 S Plymouth Ct,60616,41.866603,-87.628481
1023 W Wrightwood Ave,60614,41.929006,-87.654815
1001 W Wrightwood Ave,60614,41.929029,-87.653839
3225 S Racine Ave,60608,41.835449,-87.655942
2210 W Pershing Rd,60609,41.823114,-87.679668
1362 S Linn White Drive,60605,41.864107,-87.609226
1805 NAlbany Ave,60647,41.913836,-87.705141
1805 NAlbany Ave,60647,41.913836,-87.705141
345 W 64th St,60621,41.778109,-87.63382
7751 N Eastlake Terrace,60626,42.022165,-87.66563
"7751 N Eastlake Terrace,",60626,42.022165,-87.66563
3652 N Greenview Ave,60613,41.947995,-87.666456
1521 S Linn White Dr,60605,41.860664,-87.610261
4134 W Hirsch St,60651,41.906236,-87.730043
1243 S Keeler Ave,60651,41.865109,-87.730005
3201 W Chicago Ave,60624,41.895395,-87.726265
2725 W 41st St,60632,41.819371,-87.693257
3800 N Seminary Ave,60613,41.951557,-87.656794
4136 S California Ave,60632,41.81925,-87.694549
4438 W Wrightwood Ave,60639,41.928651,-87.738278
4438 W Wrightwood Ave,60639,41.928651,-87.738278
2715 North Kilbourn Avenue,60639,41.929981,-87.739183
2945 N Kenosha Ave,60641,41.934672,-87.733842
3141 N Kenmore Ave,60657,41.938797,-87.655278
11320 S Western Ave,60655,41.687783,-87.681098
11320 S WESTERN AVE,60643,41.687783,-87.681098
4434 S Lake Park Ave,60653,41.814477,-87.597067
4434 S Lake Park Ave,60653,41.814477,-87.597067
345 E 118th St,60628,41.679929,-87.61636
1330 E 50th St,60615,41.804202,-87.594208
1653 N Keystone Ave,60639,41.911369,-87.727606
1801 S Indiana Ave,60616,41.857935,-87.622279
3501 N Kilbourn Ave,60641,41.944504,-87.739651
1200 W 77th St,60620,41.754139,-87.653843
10609 S Western Ave,60643,41.700328,-87.681348
5200 W Kinzie Parkway,60644,41.887826,-87.755294
3315 W Carmen Ave,60625,41.973918,-87.712085
3538 N Lincoln Ave,60657,41.946556,-87.67347
3538 NLincoln Ave,60657,41.946556,-87.67347
4143 N Kolmar Ave,60641,41.956087,-87.741819
6156 N Claremont Ave,60659,41.993872,-87.688551
11320 S Western Ave,60643,41.687783,-87.681098
2732 N Avers Ave,60647,41.93101,-87.723287
2732 N Avers Ave,60647,41.93101,-87.723287
2732 North Avers Avenue,60647,41.93101,-87.723287
10556 S Avenue L,60617,41.702945,-87.536486
1635 W 33rd Place,60608,41.833244,-87.66694
4330 S Kedvale Ave,60632,41.814114,-87.727478
4324 S Kedvale Ave,60632,41.81436,-87.727491
2045 N Lincoln Park West,60614,41.919658,-87.636379
1333 N Laramie Ave,60651,41.9051,-87.755826
1333 N Laramie Ave,60651,41.9051,-87.755826
1380 N Laramie Ave,60651,41.905694,-87.75584
1320 N Lavergne Ave,60651,41.904843,-87.750942
5100 N Ridgeway Ave,60625,41.973843,-87.722074
2800 S Sacramento Ave,60608,41.840355,-87.699996
2800 S Sacramento Blvd,60608,41.866651,-87.700781
3117 S Rhodes Ave,60616,41.838568,-87.613496
3117 S Rhodes Ave,60616,41.838568,-87.613496
808 N Lake Shore Dr,60611,41.897388,-87.617422
450 E Benton Place,60601,41.885539,-87.61686
450 E Benton Pl,60601,41.885539,-87.61686
808 N Lake Shore,60653,41.897388,-87.617422
2845 N Lake Shore Drive,60614,41.933025,-87.636128
1400 W 109th St,60643,41.695814,-87.657065
5915 N Sheridan Rd,60660,41.990431,-87.655391
1754 W Albion Ave,60626,42.001676,-87.673631
11255 S Langley Ave,60628,41.690007,-87.605916
2045 N Lincoln Park West,60614,41.919658,-87.636379
5210 W 64th St,60638,41.775999,-87.751779
5210 W 64th St,60638,41.775999,-87.751779
1257 W Columbia Ave,60626,42.004512,-87.663101
6598 South Lake Shore Drive,60649,41.781963,-87.575509
N Simonds Dr,60640,41.968525,-87.64505
Lakefront Trail,60649,41.762202,-87.571522
5120 W 44th St,60638,41.812923,-87.751805
5120 West 44th Street,60638,41.812923,-87.751805
3700 W 87th St,60652,41.735053,-87.714326
3100 W Bryn Mawr Ave,60659,41.983079,-87.707413
3200 W Hollywood Ave,60659,41.985051,-87.708795
3000 W Catalpa Ave,60659,41.981285,-87.704453
3150 W Thorndale Ave,60659,41.988489,-87.711177
3050 W Hollywood Ave,60659,41.984804,-87.705703
Peterson and Jersey,60659,39.61987,-74.32133
7526 S Lowe Ave,60620,41.756711,-87.640567
664 W 76th St,60620,41.756142,-87.640774
1700 S Wentworth Ave,60616,41.858719,-87.6319
1222 W Touhy Ave,60626,42.01285,-87.662781
1222 W Touhy Ave,60626,42.01285,-87.662781
7000 N Sacramento Ave,60645,42.008714,-87.704511
7000 North Sacramento Avenue,60645,42.008714,-87.704511
7000 N Sacramento,60645,42.008927,-87.695049
722 East Pershing Road,60653,41.823902,-87.609215
5458 W Kinzie Pkwy,60644,41.887738,-87.762072
5458 W Kinzie Parkway,60644,41.887738,-87.762072
2022 W Cermak Rd,60608,41.852195,-87.676424
632 W 71st St,60621,41.765271,-87.640824
4501 N Clarendon Ave,60640,41.963681,-87.649962
2410 S Trumbull Ave,60623,41.847543,-87.71121
1200 South Lake Shore Drive,60614,41.868755,-87.617531
1735 S State St,60616,41.858618,-87.627163
500-5700 N Lake Shore Drive,60614,41.931338,-87.63691
2045 W Lincoln Park West,60614,41.919658,-87.636379
2045 NLincoln Park West,60614,41.919658,-87.636379
4400 N Lakeshore Drive,60640,41.9635,-87.64684
4400 North Lake Shore Drive,60640,41.9635,-87.64684
North Ave & Lake Shore Drive,60614,41.912875,-87.627173
Cannon Drive and Fullerton Parkway,60614,41.925766,-87.633613
Diversey Pkwy & Lakeshore drive,60614,41.933183,-87.636092
2 West Belmont Harbor Drive,60657,41.940567,-87.638183
West Wilson Drive,60640,41.96543,-87.657884
2045 N Lincoln Park West,60614,41.919658,-87.636379
5937 North Broadway,60660,41.990153,-87.660196
601 West Waveland Avenue,60613,41.950486,-87.644546
200 West Montrose Harbor Drive,60640,41.963245,-87.636241
900 W Montrose Harbor Dr,60640,41.960164,-87.639892
5937 North Broadway,60660,41.990153,-87.660196
Foster & Lakeshore drive,60614,45.41572,-96.66933
Lakefront Trail,60640,41.971888,-87.662232
1940 North Clark Street,60614,41.917393,-87.635428
Belmont Harbor,60614,41.94,-87.63742
2391 N Stockton Dr,60614,41.924288,-87.635772
2391 N Stockton Drive,60614,41.924288,-87.635772
2045 N Lincoln Park West,60610,41.919658,-87.636379
Oak Street & Lake Shore Drive,60614,41.900848,-87.624255
1650 N Stockton Drive,60614,41.914585,-87.632248
Briar & Lake Shore Drive West,60614,45.249328,-66.002187
3700 N Recreation Drive,60614,41.949943,-87.64335
2001 N Clark St,60614,41.918573,-87.636151
2045 N Lincoln Park,60614,41.919658,-87.636379
2045 N Lincoln Park West,60614,41.919658,-87.636379
221 W Diversey Dr,60614,41.933376,-87.634999
4500 N Lake Shore Drive,60614,41.933025,-87.636128
3920 N Recreation Dr,60614,41.953236,-87.644249
3300 N Lake Shore Dr,60614,41.933025,-87.636128
2120 N Stockton Dr,60614,41.920588,-87.635622
4850 N Simonds Dr,60614,41.970728,-87.646354
929 W Hollywood Ave,60614,41.98551,-87.655329
2650 N Cannon Dr,60614,41.931043,-87.637014
3100 N Lake Shore Dr,60614,41.933025,-87.636128
2045 NLincoln Park West,60614,41.919658,-87.636379
100 N Central Park Ave,60624,41.881566,-87.715877
4400 N Lakeshore Drive,60614,41.922605,-87.652064
4400 N Lake Shore Drive,60647,41.954627,-87.645219
2045 W Lincoln Park West,60614,41.919658,-87.636379
6054 S Damen Ave,60636,41.78333,-87.674019
6054 S Damen Ave,60636,41.78333,-87.674019
1129-47 N Pulaski Rd,60651,41.901685,-87.726271
2045 N Lincoln Park West,60614,41.919658,-87.636379
Luis Munoz Marin Drive,60651,41.901964,-87.741017
2251 W 50th Pl,60609,41.802072,-87.681284
2045 N Lincoln Park West,60614,41.919658,-87.636379
2162 W Polk St,60612,41.871409,-87.680368
2139 W Lexington St,60612,41.872342,-87.679616
N Western Ave and Logan Blvd,60647,41.92866,-87.687671
Balbo Ave & Michigan Ave,60601,41.873155,-87.624104
1654 S Trumbull Ave,60623,41.858015,-87.711499
5635 S Indiana Ave,60637,41.792314,-87.620775
263 McCormick Pl - Busway,60605,41.867824,-87.623449
5203 S Lowe Ave,60609,41.799183,-87.641603
2045 N Lincoln Park West,60614,41.919658,-87.636379
1230 W Greenleaf Ave,60626,42.010439,-87.661605
1230 W Greenleaf Ave (Greenleaf Ave @ Lake Michigan),60626,42.009469,-87.669834
1230 W Greenleaf,60626,42.010439,-87.661605
1200 W Morse Ave,60626,42.008009,-87.661684
4712 W Belmont Ave,60641,41.938883,-87.744326
10021 S Luella Ave,60617,41.712909,-87.56821
5558 S Green St,60621,41.792917,-87.646334
2239 W Lunt Ave,60645,42.008758,-87.68742
7700 S Wallace St,60620,41.754349,-87.639858
3203 W 28th St,60623,41.840871,-87.705222
4707 W Marquette Rd,60629,41.771126,-87.741928
337 E Randolph St,60602,41.884284,-87.622394
331 E Randolph St,60601,41.884365,-87.619106
800 S Columbus Dr,60601,41.872058,-87.620555
337 E Randolph St,60601,41.884351,-87.620142
337 E Randolph,60601,41.884351,-87.620142
3224 W Flournoy St,60624,41.872763,-87.706492
1331 W Monroe St,60607,41.880283,-87.659439
8407 S Kerfoot Ave,60620,41.741038,-87.640064
12000 South Emerald Avenue,60628,41.675859,-87.640884
5426 S Shields Ave,60609,41.795455,-87.634222
6404 S Ellis Ave,60637,41.778308,-87.600412
1521 S Linn White Dr,60605,41.860664,-87.610261
3231 S Dearborn St,60616,41.83583,-87.62788
3858 S Cottage Grove,60653,41.819261,-87.611244
900 E Pershing Rd,60653,41.824249,-87.604337
3035 E 130st St,60633,41.659162,-87.55078
3035 E 130st St,60633,41.659162,-87.55078
2047 N Spaulding Ave,60647,41.918696,-87.710295
1640 N Maplewood Ave,60647,41.911016,-87.690906
1230 W School Street,60657,41.941632,-87.660299
1735 S State St,60616,41.858618,-87.627163
3100 S Lake Shore Dr,60616,41.841399,-87.609193
3100 S Lake Shore Drive,60616,41.841399,-87.609193
4921 N Marine Drive,60640,41.962149,-87.646887
4921 N Marine Drive,60640,41.962149,-87.646887
2045 N Lincoln Park West,60614,41.919658,-87.636379
2200 E 103rd St,60633,41.708034,-87.568822
1031 N State St,60611,41.902146,-87.62838
1208 W Jarvis Ave,60626,42.01614,-87.663509
6743 S Kedzie Ave,60629,41.77132,-87.702908
6734 S Kedzie,60629,41.771379,-87.703048
6721-6757 South Kedzie Avenue,60629,41.771482,-87.702942
2756 West 63rd Street,60629,41.779135,-87.693224
6743 S Kedzie Ave,60629,41.77132,-87.702908
6734 S Kedzie Ave,60629,41.771379,-87.703048
6700 S Kedzie Avenue,60629,41.770744,-87.703039
3450 W Marquette Rd,60629,41.771559,-87.709768
2900 W 71st St,60629,41.764501,-87.695485
1637 W 87th St,60620,41.735707,-87.664391
922 W Fletcher St,60657,41.93897,-87.652656
1200 W 77th St,60620,41.754139,-87.653843
1200 West 77th Street,60620,41.754139,-87.653843
1200 W 77TH ST,60620,41.754139,-87.653843
6743 S Kedzie Ave,60629,41.77132,-87.702908
922 W Fletcher St,60657,41.93897,-87.652656
6239 N McClellan Ave,60646,41.995427,-87.770852
1754 W Albion Ave,60626,42.001676,-87.673631
4100 W West End Ave,60624,41.883341,-87.728527
6925 N Ridge Ave,60626,42.005063,-87.680111
5941 N Richmond St,60659,41.989201,-87.702998
5835 N Lincoln Ave,60659,41.987573,-87.70256
5941 N Richmond St,60659,41.989201,-87.702998
825 W Sheridan Rd,60613,41.952738,-87.650667
3945 N Springfield Ave,60618,41.952955,-87.725076
4550 W Sunnyside Ave,60630,41.962597,-87.7422
901 N Clark St,60610,41.899288,-87.631309
3843 N California Ave,60618,41.950942,-87.698134
3843 North California Avenue,60618,41.950942,-87.698134
10436 S Wallace St,60628,41.704167,-87.637884
2901 S Poplar Ave,60608,41.840916,-87.649304
4446 S Emerald Ave,60609,41.813412,-87.644438
3548 S Wallace St,60609,41.829885,-87.641215
10714 S Sawyer Ave,60655,41.698418,-87.702276
2210 W Pershing Rd,60609,41.823114,-87.679668
2210 West Pershing Road,60609,41.823114,-87.679668
2230 W Pershing Road,60609,41.823092,-87.681144
1834 West 35th Street,60609,41.830441,-87.671785
within McKinley Park Fieldhouse,60609,41.8302,-87.66264
2210 W Pershing Rd,60609,41.823114,-87.679668
2210 W Pershing Road,60609,41.823114,-87.679668
5553 N Ashland Ave,60640,41.982731,-87.669729
331 W 45th St,60609,41.812507,-87.634581
149 W 73rd St,60621,41.761723,-87.634585
2154 E 97th St,60617,41.71888,-87.57201
2154 E 97th St,60617,41.71888,-87.57201
6343 W Irving Park Rd,60634,41.952941,-87.785768
3736 N Marshfield Ave,60613,41.949943,-87.670111
4134 S State St,60609,41.819239,-87.626377
2045 North Lincoln Park West,60614,41.919658,-87.636379
7140 S Martin Luther King Dr,60619,41.764614,-87.615271
7140 S King Drive,60619,41.764614,-87.615271
7140 S Martin Luther King Dr,60619,41.764614,-87.615271
2754 STrumbull Ave,60623,41.840948,-87.711003
2754 S Trumbull Ave,60623,41.840948,-87.711003
5311 S Hamilton Ave,60614,41.796995,-87.678006
5311 S HAMILTON AVE,60609,41.796995,-87.678006
2045 N Lincoln Park West,60614,41.919658,-87.636379
401 W Belden Ave,60614,41.923779,-87.639368
1130 Midway Plaisance North,60637,41.780991,-87.604053
Midway Plaisance,60637,41.787252,-87.595314
1130 Midway Plaisance North C,60637,41.787215,-87.598059
1331 S Millard Ave,60623,41.863554,-87.71658
846 SMiller St,60607,41.870437,-87.652232
848 S Miller,60607,41.87041,-87.65229
1799 North Milwaukee Avenue,60647,41.914039,-87.683096
2741 W Montrose Ave,60618,41.961286,-87.697294
5940 S Central Ave,60638,41.784098,-87.761961
813 East 130th Place,60827,41.658597,-87.601322
6446 S Kimbark Ave,60637,41.777031,-87.594577
6446 S Kimbark Ave,60637,41.777031,-87.594577
6600 S Talman Ave,60629,41.773399,-87.689592
1810 N Monticello Ave,60647,41.913989,-87.717894
Bloomingdale Trail,60642,41.899935,-87.657821
4400 N Lake Shore Dr,60613,41.954627,-87.645219
Montrose & Lakeshore drive,60640,38.49058,-107.90198
Montrose & Lake Michigan,60640,41.971888,-87.662232
601 West Montrose Avenue,60613,41.963626,-87.638517
601 W Montrose Drive,60614,41.962778,-87.639751
6679 N Avondale Ave,60631,42.001528,-87.818172
6679 N Avondale Ave,60631,42.001528,-87.818172
5085 W Adams,60644,41.878517,-87.752765
5085 W Adams St,60644,41.878517,-87.752765
5727 S Racine Ave,60621,41.768565,-87.65422
11710 S Morgan St,60643,41.681182,-87.646896
11505 S Western Ave,60643,41.68385,-87.680846
11505 SWestern Ave,60643,41.68385,-87.680846
1200 W Morse Ave,60626,42.008009,-87.661684
2045 N Lincoln Park West,60614,41.919658,-87.636379
3721 W 111th St,60655,41.691373,-87.713538
2036 N Avers Ave,60647,41.918127,-87.722915
3721 W 111th St,60655,41.691373,-87.713538
3150 S Robinson St,60608,41.836638,-87.666572
5873 N Nina Ave,60631,41.98795,-87.803121
5865 N Nina Ave,60631,41.987823,-87.803313
3000 W Argyle St,60625,41.972114,-87.704549
2617 W 105th St,60655,41.70269,-87.687164
5801 N Pulaski Rd,60646,41.986333,-87.728537
1743 W 73rd St,60655,41.76124,-87.667966
220 E Chicago Ave,60611,41.896827,-87.621575
5700 S Lake Shore Dr,60637,41.792018,-87.580307
6101 N Neva Ave,60631,41.99265,-87.80564
7117 W Peterson Ave,60631,41.990011,-87.804168
1833 E 71st,60649,41.765192,-87.580897
361 E 85th St,60619,41.740144,-87.615445
361 E 85th St,60619,41.740144,-87.615445
1852 W 19th St,60608,41.855879,-87.672607
3015 W Division St,60622,41.902897,-87.702544
55 W 22nd,60616,41.85283,-87.629116
2210 West Pershing Road,60609,41.823114,-87.679668
2533 NSacramento Ave,60647,41.927651,-87.702378
2533 N Sacramento Ave,60647,41.927651,-87.702378
2045 N Lincoln Park West,60614,41.919658,-87.636379
2951 W Nelson St,60618,41.937293,-87.701771
1355 E 53rd St,60615,41.799536,-87.592536
1355 E 53rd st,60615,41.799536,-87.592536
1342 E 54th St,60615,41.798029,-87.593098
1355 E 53rd St,60615,41.799536,-87.592536
1300 E 55th St,60615,41.79518,-87.593371
5414 S Kenwood Ave,60615,41.796211,-87.59341
5483 S Kimbark Ave,60615,41.795279,-87.594924
1521 S Linn White Dr,60605,41.860664,-87.610261
1447 S Harding Ave,60623,41.861044,-87.723793
1447-1453 S Harding Ave,60623,41.861044,-87.723793
3232 W Congress Pkwy,60624,41.87482,-87.707012
2645 N Sheffield Ave,60614,41.930528,-87.653769
100 N Central Park Ave,60624,41.881566,-87.715877
6660 W 52nd St,60638,41.797751,-87.788917
6660 W 52nd St,60638,41.797751,-87.788917
North Ave & Lake Michigan,60613,41.953742,-87.661343
1601 N Lake Shore Drive,60611,41.903868,-87.624958
1600 N Lake Shore Drive,60613,41.912923,-87.624941
7211 N Kedzie Ave,60645,42.013624,-87.708982
6404 N Kedzie,60645,41.997395,-87.709352
4533 W Carmen Ave,60630,41.973542,-87.742492
5801 N Pulaski Rd,60646,41.986333,-87.728537
5801 N Pulaski Rd,60646,41.986333,-87.728537
Columbus Dr & Congress Pkwy,60601,41.875893,-87.620624
1040 W North Shore Av,60626,42.00379,-87.65795
1040 W North Shore Ave,60626,42.003745,-87.657952
1200 S Linn White Dr,60605,41.864502,-87.609197
1400 S Linn White Dr,60605,41.863699,-87.609215
1559 South Lake Shore Drive,60605,41.86167,-87.618382
1521 S Linn White Dr,60605,41.860664,-87.610261
5801 N Natoma Ave,60631,41.98646,-87.794131
7117 W Peterson Ave,60631,41.990011,-87.804168
6101 N Neva Ave,60631,41.99265,-87.80564
5801 N Natoma Ave,60631,41.98646,-87.794131
5899 N Avondale,60631,41.988877,-87.794646
7101 W 63rd St,60638,41.777327,-87.798654
8335 S Honore St,60620,41.742791,-87.669235
8335 S Honore St,60620,41.742791,-87.669235
Kelly Park Path,60613,41.953742,-87.661343
1000 North Lake Shore Drive,60611,41.90094,-87.624253
Oak St & Lake Michigan,60611,41.894734,-87.620291
965 W 95th St,60643,41.721324,-87.648147
6441 S Oakley Ave,60636,41.776139,-87.681007
4100 South Lake Shore Drive,60653,41.80685,-87.586141
6500 S Racine Ave,60636,41.775054,-87.654397
429 N Columbus Dr,60611,41.889873,-87.620234
6600 S Racine Ave,60636,41.774169,-87.654365
1300 W 64th St,60636,41.77776,-87.657068
6500 S Racine Ave,60636,41.775054,-87.654397
601 N Harding Ave,60624,41.892004,-87.72475
4712 W Ohio St,60644,41.891413,-87.744016
Ohio St & Lake Michigan,60611,41.894734,-87.620291
600 North Lake Shore Drive,60611,41.89351,-87.614867
2045 N Lincoln Park West,60614,41.919658,-87.636379
6566 N Avondale Ave,60631,41.999676,-87.814855
6566 N Avondale Ave,60631,41.999676,-87.814855
5430 N Olcott Ave,60656,41.977688,-87.814434
5430 N OLCOTT AVE,60656,41.977688,-87.814434
5430 N Oriole Ave,60656,41.978831,-87.816888
543 N Olcott Ave,60656,41.974533,-87.814474
744 N Pulaski Rd,60624,41.894854,-87.726062
744 N Pulaski Rd,60624,41.894854,-87.726062
4600 North Lake Shore Drive,60640,41.954627,-87.645219
5800 North and Lake Michigan,60660,41.991062,-87.666362
337 East Randolph Street,60601,41.884351,-87.620142
8800 S Clyde,60617,41.734405,-87.573238
8800 S Clyde Ave,60617,41.734405,-87.573238
8800 South Clyde Avenue,60617,41.734405,-87.573238
513 West 72nd Street,60621,41.763495,-87.637669
2021 N Burling St,60614,41.919044,-87.647303
4856 S Laflin St,60609,41.805087,-87.66242
2200 N Kedzie Ave,60647,41.920616,-87.707059
201 E 111th St,60628,41.692674,-87.616431
201 E 111th,60628,41.692674,-87.616431
201 E 111th St,60628,41.692674,-87.616431
3200 W Palmer Blvd,60647,41.921474,-87.706906
2700 S Halsted St,60608,41.844392,-87.646433
2850 S Halsted St,60608,41.842607,-87.646389
6100 West Fullerton Avenue,60639,41.923834,-87.77826
Stockton and Dickens,60614,41.92019,-87.63557
337 E Randolph St,60602,41.884284,-87.622394
6426 N Kedzie Ave,60645,41.997585,-87.709358
Park 540,60616,39.49163,-75.02338
6430 SKenwood Ave,60637,41.777593,-87.593012
8116 S Halsted St,60620,41.746641,-87.643941
1420 N Artesian Ave,60622,41.907151,-87.688353
4302 W Division St,60651,41.902574,-87.733722
8001 S Wabash Ave,60619,41.749015,-87.622947
5300 S Halsted St,60609,41.797629,-87.645233
3232 W Congress Pkwy,60624,41.87482,-87.707012
3349 W Rice St,60651,41.896443,-87.710805
5653 S Loomis St,60636,41.794213,-87.659716
4556 W 56th St,60629,41.791261,-87.736997
3231 S Dearborn St,60616,41.83583,-87.62788
2420 W Adams St,60612,41.878584,-87.68728
730 S Springfield Ave,60624,41.871724,-87.722922
1800 N Ashland,60622,41.914496,-87.667832
1420 N Monticello Ave,60651,41.906922,-87.717878
3517 W Arthington St,60624,41.870005,-87.713328
5914 N Sheridan Rd,60660,41.989591,-87.655368
1944 S St Louis Ave,60623,41.853754,-87.712372
141 W 62nd St,60621,41.781691,-87.629338
6336 S Kilbourn Ave,60629,41.77753,-87.734937
2155 W Wabansia Ave,60647,41.912676,-87.68187
1300 S St Louis,60623,41.864126,-87.712927
800 W Wisconsin,60614,38.617101,-88.951354
800 W Wisconsin St,60614,41.916027,-87.648834
1401 N Noble Street,60622,41.907062,-87.662707
6426 N Kedzie Ave,60645,41.997585,-87.709358
